doctor_id,drug_name,prescribed,age,gender,specialty_x,years_experience,location,hospital_affiliation,num_patients_per_day,prescription_volume,attended_drug_seminar,received_sample,drug_price_sensitivity,trust_in_pharma,brand_name,generic_drug_name,manufacturer,drug_type,average_cost_eur,efficacy_rating,side_effect_score,marketing_push,specialty_y
DOC0035,Drug_I,No,68,Female,Dermatologist,23,Urban,No,29,206,No,No,4,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0035,Drug_J,No,68,Female,Dermatologist,23,Urban,No,29,206,No,No,4,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0036,Drug_A,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0036,Drug_B,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0036,Drug_C,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0036,Drug_D,No,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0036,Drug_E,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0036,Drug_F,No,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0036,Drug_G,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0036,Drug_H,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0036,Drug_I,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0036,Drug_J,Yes,47,Other,Orthopedic,9,Rural,Yes,42,282,Yes,Yes,4,5,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0037,Drug_A,Yes,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0037,Drug_B,Yes,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0037,Drug_C,Yes,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0037,Drug_D,No,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0037,Drug_E,Yes,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0037,Drug_F,No,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0037,Drug_G,Yes,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0037,Drug_H,No,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0037,Drug_I,No,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0037,Drug_J,Yes,33,Female,Pediatrician,35,Urban,Yes,21,206,Yes,Yes,3,4,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0038,Drug_A,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0038,Drug_B,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0038,Drug_C,Yes,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0038,Drug_D,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0038,Drug_E,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0038,Drug_F,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0038,Drug_G,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0038,Drug_H,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0038,Drug_I,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0038,Drug_J,No,54,Male,Cardiologist,20,Suburban,No,24,147,No,Yes,5,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0039,Drug_A,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0039,Drug_B,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0039,Drug_C,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0039,Drug_D,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0039,Drug_E,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0039,Drug_F,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0039,Drug_G,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0039,Drug_H,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0039,Drug_I,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0039,Drug_J,No,43,Female,Cardiologist,35,Suburban,No,48,275,No,No,2,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0040,Drug_A,No,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0040,Drug_B,Yes,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0040,Drug_C,Yes,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0040,Drug_D,No,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0040,Drug_E,Yes,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0040,Drug_F,No,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0040,Drug_G,Yes,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0040,Drug_H,No,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0040,Drug_I,No,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0040,Drug_J,Yes,38,Male,Orthopedic,18,Suburban,No,11,205,No,No,5,3,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0041,Drug_A,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0041,Drug_B,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0041,Drug_C,Yes,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0041,Drug_D,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0041,Drug_E,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0041,Drug_F,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0041,Drug_G,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0041,Drug_H,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0041,Drug_I,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0041,Drug_J,No,55,Female,Orthopedic,17,Urban,No,38,254,No,No,5,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0042,Drug_A,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0042,Drug_B,Yes,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0042,Drug_C,Yes,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0042,Drug_D,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0042,Drug_E,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0042,Drug_F,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0042,Drug_G,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0042,Drug_H,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0042,Drug_I,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0042,Drug_J,No,31,Other,Neurologist,24,Urban,Yes,19,128,Yes,No,3,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0043,Drug_A,No,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0043,Drug_B,Yes,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0043,Drug_C,Yes,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0043,Drug_D,No,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0043,Drug_E,Yes,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0043,Drug_F,No,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0043,Drug_G,Yes,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0043,Drug_H,Yes,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0043,Drug_I,No,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0043,Drug_J,Yes,49,Female,Cardiologist,3,Suburban,No,11,173,Yes,No,4,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0044,Drug_A,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0044,Drug_B,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0044,Drug_C,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0044,Drug_D,No,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0044,Drug_E,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0044,Drug_F,No,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0044,Drug_G,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0044,Drug_H,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0044,Drug_I,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0044,Drug_J,Yes,57,Female,Pediatrician,32,Urban,Yes,20,264,Yes,Yes,5,4,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0045,Drug_A,No,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0045,Drug_B,Yes,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0045,Drug_C,Yes,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0045,Drug_D,No,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0045,Drug_E,Yes,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0045,Drug_F,No,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0045,Drug_G,Yes,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0045,Drug_H,Yes,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0045,Drug_I,No,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0045,Drug_J,Yes,36,Male,Dermatologist,35,Urban,No,22,221,Yes,Yes,4,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0046,Drug_A,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0046,Drug_B,Yes,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0046,Drug_C,Yes,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0046,Drug_D,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0046,Drug_E,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0046,Drug_F,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0046,Drug_G,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0046,Drug_H,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0046,Drug_I,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0046,Drug_J,No,37,Male,Pediatrician,38,Suburban,No,19,267,Yes,Yes,1,1,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0047,Drug_A,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0047,Drug_B,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0047,Drug_C,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0047,Drug_D,No,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0047,Drug_E,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0047,Drug_F,No,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0047,Drug_G,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0047,Drug_H,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0047,Drug_I,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0047,Drug_J,Yes,64,Male,General Physician,13,Urban,No,23,53,Yes,Yes,4,4,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0048,Drug_A,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0048,Drug_B,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0048,Drug_C,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0048,Drug_D,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0048,Drug_E,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0048,Drug_F,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0048,Drug_G,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
DOC0048,Drug_H,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Catapres,Clonidine,Boehringer Ingelheim,Antihypertensive,7.0,2.5,0.5,Low,general therapeutics
DOC0048,Drug_I,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Cymbalta,Duloxetine,Eli Lilly and Company,Antidepressant,19.0,4.0,0.7,High,general therapeutics
DOC0048,Drug_J,No,43,Female,General Physician,25,Rural,Yes,27,139,No,No,2,2,Celebrex,Celecoxib,Pfizer,Analgesic,18.5,4.0,0.25,High,general therapeutics
DOC0049,Drug_A,No,46,Other,Orthopedic,9,Rural,Yes,18,153,No,No,2,1,Advil,Ibuprofen,Pfizer,Analgesic,5.5,3.0,0.3,High,general therapeutics
DOC0049,Drug_B,No,46,Other,Orthopedic,9,Rural,Yes,18,153,No,No,2,1,Zoloft,Sertraline,Pfizer,Antidepressant,15.0,4.0,0.25,High,general therapeutics
DOC0049,Drug_C,No,46,Other,Orthopedic,9,Rural,Yes,18,153,No,No,2,1,Norvasc,Amlodipine,Pfizer,Antihypertensive,8.2,5.0,0.15,Medium,general therapeutics
DOC0049,Drug_D,No,46,Other,Orthopedic,9,Rural,Yes,18,153,No,No,2,1,Wellbutrin,Bupropion,GlaxoSmithKline (GSK),Antidepressant,28.0,3.5,0.6,Medium,general therapeutics
DOC0049,Drug_E,No,46,Other,Orthopedic,9,Rural,Yes,18,153,No,No,2,1,Aleve,Naproxen,Bayer,Analgesic,4.0,3.0,0.2,High,general therapeutics
DOC0049,Drug_F,No,46,Other,Orthopedic,9,Rural,Yes,18,153,No,No,2,1,Tenormin,Atenolol,AstraZeneca,Antihypertensive,6.0,3.0,0.4,Low,general therapeutics
DOC0049,Drug_G,No,46,Other,Orthopedic,9,Rural,Yes,18,153,No,No,2,1,Cozaar,Losartan,Merck & Co.,Antihypertensive,9.5,4.0,0.2,High,general therapeutics
